record_id,metric_name,metric_value,evidence_basis,evidence_urls,evidence_titles,calculation_rule,evidence_strength_score,verdict_confidence_score,confidence_band,audit_status
TESLA-036,score_points,0,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: False = 0 points.,https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,Map verdict mechanically to points under the applicable rule.,75,72,Medium,Complete
TESLA-036,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,Include only resolved evidence-based verdicts.,75,72,Medium,Complete
TESLA-036,confidence,Medium,Evidence strength 75/100 = statement 26/30 + outcome 34/40 + corroboration 0/15 + directness 15/15. Published deductions yield verdict confidence 72/100 (Medium).,https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,Calculate from evidence components and published deductions.,75,72,Medium,Complete
TESLA-036,credible_sources_contest_claim,No,Credible-source contestation: No. Resolution: No material contestation identified in the cited evidence. Evidence URLs: https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,Record material credible-source disagreement separately from verdict.,75,72,Medium,Complete
TESLA-036,correction_status,No correction documented in the cited evidence reviewed for this row,Correction status is bounded to the cited record: No correction documented in the cited evidence reviewed for this row. Evidence URLs: https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,Bound correction finding to cited evidence.,75,72,Medium,Complete
TESLA-036,repeated_after_correction,Not established from the cited evidence,Repeated after correction: Not established from the cited evidence. Minimum documented repetition count: At least 1 documented instance. Evidence URLs: https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,Bound repetition finding to cited evidence.,75,72,Medium,Complete
TESLA-036,intentional_deception_established,No,"The cited evidence contradicts the claim or establishes nonfulfillment, but an inaccurate statement, failed prediction, or reversed promise alone does not prove knowledge of falsity or intent to deceive.",https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,"Require direct admission, adjudicated intent finding, or comparably conclusive state-of-mind evidence.",75,72,Medium,Complete
TESLA-036,strict_promise_result,Fail,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: The longest-range launch configuration was rated around 340 miles; an optional extender was projected to reach roughly 470 miles. Evidence: Tesla Cybertruck priced above initial estimate. URLs: https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/",https://www.reuters.com/business/autos-transportation/tesla-deliver-cybertrucks-after-musk-tempers-expectations-2023-11-30/,Tesla Cybertruck priced above initial estimate,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",75,72,Medium,Complete
TESLA-037,deadline_result,About three years late,Compared the original target/timeframe (“2019”) with the documented outcome. Result: About three years late. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Compare original target with documented timing.,72,72,Medium,Complete
TESLA-037,eventual_outcome,Partially fulfilled or materially late,Classified the later real-world result independently from the headline verdict. Result: Partially fulfilled or materially late. Documented outcome: Tesla made its first Semi customer deliveries in December 2022. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Classify the later real-world outcome separately from the headline verdict.,72,72,Medium,Complete
TESLA-037,factual_accuracy,Not applicable,Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: Tesla made its first Semi customer deliveries in December 2022. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Compare the normalized factual proposition with cited evidence.,72,72,Medium,Complete
TESLA-037,verdict_category,False,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: Tesla made its first Semi customer deliveries in December 2022. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/",https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Apply strict promise rule or published factual-claim classification.,72,72,Medium,Complete
TESLA-037,score_points,0,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: False = 0 points.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Map verdict mechanically to points under the applicable rule.,72,72,Medium,Complete
TESLA-037,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Include only resolved evidence-based verdicts.,72,72,Medium,Complete
TESLA-037,confidence,Medium,Evidence strength 72/100 = statement 26/30 + outcome 34/40 + corroboration 0/15 + directness 12/15. Published deductions yield verdict confidence 72/100 (Medium).,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Calculate from evidence components and published deductions.,72,72,Medium,Complete
TESLA-037,credible_sources_contest_claim,No,Credible-source contestation: No. Resolution: No material contestation identified in the cited evidence. Evidence URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Record material credible-source disagreement separately from verdict.,72,72,Medium,Complete
TESLA-037,correction_status,No correction documented in the cited evidence reviewed for this row,Correction status is bounded to the cited record: No correction documented in the cited evidence reviewed for this row. Evidence URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Bound correction finding to cited evidence.,72,72,Medium,Complete
TESLA-037,repeated_after_correction,Not established from the cited evidence,Repeated after correction: Not established from the cited evidence. Minimum documented repetition count: At least 1 documented instance. Evidence URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,Bound repetition finding to cited evidence.,72,72,Medium,Complete
TESLA-037,intentional_deception_established,No,"The cited evidence establishes material missing context, framing, delay, or partial delivery, but it does not directly establish Musk’s contemporaneous knowledge or purpose. Misleading outcome and intentional deception are evaluated separately.",https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,"Require direct admission, adjudicated intent finding, or comparably conclusive state-of-mind evidence.",72,72,Medium,Complete
TESLA-037,strict_promise_result,Fail,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: Tesla made its first Semi customer deliveries in December 2022. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/",https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi factory to have first trucks in production by end of 2025,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",72,72,Medium,Complete
TESLA-038,deadline_result,No clear deadline,Compared the original target/timeframe (“Before broad production”) with the documented outcome. Result: No clear deadline. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Compare original target with documented timing.,80,80,Medium-High,Complete
TESLA-038,eventual_outcome,Fulfilled,Classified the later real-world result independently from the headline verdict. Result: Fulfilled. Documented outcome: Tesla reported a 500-mile trip with a fully loaded Semi before first deliveries; independent detail is limited. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Classify the later real-world outcome separately from the headline verdict.,80,80,Medium-High,Complete
TESLA-038,factual_accuracy,Not applicable,Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: Tesla reported a 500-mile trip with a fully loaded Semi before first deliveries; independent detail is limited. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Compare the normalized factual proposition with cited evidence.,80,80,Medium-High,Complete
TESLA-038,verdict_category,True,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: True (True — Fulfilled as Stated). Evidence finding: Tesla reported a 500-mile trip with a fully loaded Semi before first deliveries; independent detail is limited. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi",https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Apply strict promise rule or published factual-claim classification.,80,80,Medium-High,Complete
TESLA-038,score_points,100,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: True = 100 points.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Map verdict mechanically to points under the applicable rule.,80,80,Medium-High,Complete
TESLA-038,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Include only resolved evidence-based verdicts.,80,80,Medium-High,Complete
TESLA-038,confidence,Medium-High,Evidence strength 80/100 = statement 26/30 + outcome 34/40 + corroboration 8/15 + directness 12/15. Published deductions yield verdict confidence 80/100 (Medium-High).,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Calculate from evidence components and published deductions.,80,80,Medium-High,Complete
TESLA-038,credible_sources_contest_claim,No,Credible-source contestation: No. Resolution: No material contestation identified in the cited evidence. Evidence URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Record material credible-source disagreement separately from verdict.,80,80,Medium-High,Complete
TESLA-038,correction_status,No correction documented in the cited evidence reviewed for this row,Correction status is bounded to the cited record: No correction documented in the cited evidence reviewed for this row. Evidence URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Bound correction finding to cited evidence.,80,80,Medium-High,Complete
TESLA-038,repeated_after_correction,Not established from the cited evidence,Repeated after correction: Not established from the cited evidence. Minimum documented repetition count: At least 1 documented instance. Evidence URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,Bound repetition finding to cited evidence.,80,80,Medium-High,Complete
TESLA-038,intentional_deception_established,No,The cited evidence supports the central claim with qualifications. The documented imprecision or omitted context does not establish a knowing intent to deceive.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,"Require direct admission, adjudicated intent finding, or comparably conclusive state-of-mind evidence.",80,80,Medium-High,Complete
TESLA-038,strict_promise_result,Pass,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: True (True — Fulfilled as Stated). Evidence finding: Tesla reported a 500-mile trip with a fully loaded Semi before first deliveries; independent detail is limited. Evidence: Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi",https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/; https://www.tesla.com/semi,Elon Musk's late and unfulfilled Tesla promises; Tesla Semi product page,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",80,80,Medium-High,Complete
TESLA-039,deadline_result,Missed,Compared the original target/timeframe (“2024”) with the documented outcome. Result: Missed. Evidence: Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Compare original target with documented timing.,75,72,Medium,Complete
TESLA-039,eventual_outcome,Unfulfilled or reversed,Classified the later real-world result independently from the headline verdict. Result: Unfulfilled or reversed. Documented outcome: The target was missed; Tesla later said its dedicated Nevada factory would begin production only by the end of 2025 and ramp in 2026. Evidence: Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Classify the later real-world outcome separately from the headline verdict.,75,72,Medium,Complete
TESLA-039,factual_accuracy,Not applicable,Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: The target was missed; Tesla later said its dedicated Nevada factory would begin production only by the end of 2025 and ramp in 2026. Evidence: Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Compare the normalized factual proposition with cited evidence.,75,72,Medium,Complete
TESLA-039,verdict_category,False,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: The target was missed; Tesla later said its dedicated Nevada factory would begin production only by the end of 2025 and ramp in 2026. Evidence: Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/",https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Apply strict promise rule or published factual-claim classification.,75,72,Medium,Complete
TESLA-039,score_points,0,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: False = 0 points.,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Map verdict mechanically to points under the applicable rule.,75,72,Medium,Complete
TESLA-039,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Include only resolved evidence-based verdicts.,75,72,Medium,Complete
TESLA-039,confidence,Medium,Evidence strength 75/100 = statement 26/30 + outcome 34/40 + corroboration 0/15 + directness 15/15. Published deductions yield verdict confidence 72/100 (Medium).,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Calculate from evidence components and published deductions.,75,72,Medium,Complete
TESLA-039,credible_sources_contest_claim,No,Credible-source contestation: No. Resolution: No material contestation identified in the cited evidence. Evidence URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Record material credible-source disagreement separately from verdict.,75,72,Medium,Complete
TESLA-039,correction_status,No correction documented in the cited evidence reviewed for this row,Correction status is bounded to the cited record: No correction documented in the cited evidence reviewed for this row. Evidence URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Bound correction finding to cited evidence.,75,72,Medium,Complete
TESLA-039,repeated_after_correction,Not established from the cited evidence,Repeated after correction: Not established from the cited evidence. Minimum documented repetition count: At least 1 documented instance. Evidence URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,Bound repetition finding to cited evidence.,75,72,Medium,Complete
TESLA-039,intentional_deception_established,No,"The cited evidence contradicts the claim or establishes nonfulfillment, but an inaccurate statement, failed prediction, or reversed promise alone does not prove knowledge of falsity or intent to deceive.",https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,"Require direct admission, adjudicated intent finding, or comparably conclusive state-of-mind evidence.",75,72,Medium,Complete
TESLA-039,strict_promise_result,Fail,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: The target was missed; Tesla later said its dedicated Nevada factory would begin production only by the end of 2025 and ramp in 2026. Evidence: Tesla Semi factory to have first trucks in production by end of 2025. URLs: https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/",https://www.reuters.com/business/autos-transportation/teslas-semi-factory-nevada-have-first-trucks-production-by-end-2025-2025-04-28/,Tesla Semi factory to have first trucks in production by end of 2025,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",75,72,Medium,Complete
TESLA-040,deadline_result,Missed,Compared the original target/timeframe (“2020”) with the documented outcome. Result: Missed. Evidence: Elon Musk's late and unfulfilled Tesla promises. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,Elon Musk's late and unfulfilled Tesla promises,Compare original target with documented timing.,75,72,Medium,Complete
TESLA-040,eventual_outcome,Unfulfilled or reversed,Classified the later real-world result independently from the headline verdict. Result: Unfulfilled or reversed. Documented outcome: The Roadster did not enter production in 2020 and remained unreleased through the evaluation date. Evidence: Elon Musk's late and unfulfilled Tesla promises. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,Elon Musk's late and unfulfilled Tesla promises,Classify the later real-world outcome separately from the headline verdict.,75,72,Medium,Complete
TESLA-040,factual_accuracy,Not applicable,Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: The Roadster did not enter production in 2020 and remained unreleased through the evaluation date. Evidence: Elon Musk's late and unfulfilled Tesla promises. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,Elon Musk's late and unfulfilled Tesla promises,Compare the normalized factual proposition with cited evidence.,75,72,Medium,Complete
TESLA-040,verdict_category,False,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: The Roadster did not enter production in 2020 and remained unreleased through the evaluation date. Evidence: Elon Musk's late and unfulfilled Tesla promises. URLs: https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/",https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,Elon Musk's late and unfulfilled Tesla promises,Apply strict promise rule or published factual-claim classification.,75,72,Medium,Complete
TESLA-040,score_points,0,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: False = 0 points.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,Elon Musk's late and unfulfilled Tesla promises,Map verdict mechanically to points under the applicable rule.,75,72,Medium,Complete
TESLA-040,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/business/autos-transportation/elon-musks-late-unfulfilled-tesla-promises-2025-04-22/,Elon Musk's late and unfulfilled Tesla promises,Include only resolved evidence-based verdicts.,75,72,Medium,Complete
