record_id,change_type,v4_statement_paraphrase,v5_statement_paraphrase,v4_verdict,v5_verdict,v4_display_verdict,v5_display_verdict,v4_score,v5_score,v4_included,v5_included,score_delta,strict_promise_result,status_rule_version,changes_and_evidence_reason
X-010,Reclassified,Step down as Twitter chief executive after finding a successor.,Step down as Twitter chief executive after finding a successor.,True,True,Fulfilled,True — Fulfilled as Stated,100,100,Yes,Yes,0,Pass,strict-promise-v1.0,display: Fulfilled -> True — Fulfilled as Stated Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
X-011,Reclassified,"Begin a general amnesty for suspended accounts the following week, excluding illegal activity and egregious spam.","Begin a general amnesty for suspended accounts the following week, excluding illegal activity and egregious spam.",Mostly True,True,Substantially Fulfilled,True — Fulfilled as Stated,75,100,Yes,Yes,25,Pass,strict-promise-v1.0,verdict: Mostly True -> True display: Substantially Fulfilled -> True — Fulfilled as Stated score: 75 -> 100 Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
NEURALINK-001,Reclassified,Obtain regulatory approval for human brain-implant trials by the end of 2020.,Obtain regulatory approval for human brain-implant trials by the end of 2020.,Misleading,False,Materially Late,False — Missed Deadline,50,0,Yes,Yes,-50,Fail,strict-promise-v1.0,verdict: Misleading -> False display: Materially Late -> False — Missed Deadline score: 50 -> 0 Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
NEURALINK-002,Reclassified,Begin initial human trials later in 2021 if safety work and FDA discussions went well.,Begin initial human trials later in 2021 if safety work and FDA discussions went well.,Misleading,False,Materially Late,False — Missed Deadline,50,0,Yes,Yes,-50,Fail,strict-promise-v1.0,verdict: Misleading -> False display: Materially Late -> False — Missed Deadline score: 50 -> 0 Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
NEURALINK-003,Reclassified,Perform Neuralink's first human implant during 2022.,Perform Neuralink's first human implant during 2022.,Misleading,False,Materially Late,False — Missed Deadline,50,0,Yes,Yes,-50,Fail,strict-promise-v1.0,verdict: Misleading -> False display: Materially Late -> False — Missed Deadline score: 50 -> 0 Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
NEURALINK-004,Reclassified,Begin human clinical trials within six months.,Begin human clinical trials within six months.,Mostly True,False,Mostly Correct,False — Missed Deadline,75,0,Yes,Yes,-75,Fail,strict-promise-v1.0,verdict: Mostly True -> False display: Mostly Correct -> False — Missed Deadline score: 75 -> 0 Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
NEURALINK-005,Reclassified,The first Neuralink product would let users control a phone or computer by thought.,The first Neuralink product would let users control a phone or computer by thought.,True,True,Fulfilled,True — Fulfilled as Stated,100,100,Yes,Yes,0,Pass,strict-promise-v1.0,display: Fulfilled -> True — Fulfilled as Stated Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
NEURALINK-006,Reclassified,Begin high-volume implant production and fully automated surgery during 2026.,Begin high-volume implant production and fully automated surgery during 2026.,Pending,Pending,Pending,Pending,,,No,No,,Pending,strict-promise-v1.0,Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
BORING-001,Reclassified,"Open the first Los Angeles-area test tunnel on December 10, 2018.","Open the first Los Angeles-area test tunnel on December 10, 2018.",Mostly True,False,Fulfilled Slightly Late,False — Missed Deadline,75,0,Yes,Yes,-75,Fail,strict-promise-v1.0,verdict: Mostly True -> False display: Fulfilled Slightly Late -> False — Missed Deadline score: 75 -> 0 Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
BORING-002,Reclassified,Offer free rides to the public in the Hawthorne tunnel in the coming months.,Offer free rides to the public in the Hawthorne tunnel in the coming months.,False,False,Unfulfilled,False — Unfulfilled,0,0,Yes,Yes,0,Fail,strict-promise-v1.0,display: Unfulfilled -> False — Unfulfilled Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
BORING-003,Reclassified,"Begin drilling the Chicago airport express tunnel within three to four months, subject to approvals.","Begin drilling the Chicago airport express tunnel within three to four months, subject to approvals.",False,False,Incorrect,False — Missed Deadline,0,0,Yes,Yes,0,Fail,strict-promise-v1.0,display: Incorrect -> False — Missed Deadline Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
BORING-004,Reclassified,Make the Chicago airport express operational 18 to 24 months after drilling began.,Make the Chicago airport express operational 18 to 24 months after drilling began.,False,False,Incorrect,False — Missed Deadline,0,0,Yes,Yes,0,Fail,strict-promise-v1.0,display: Incorrect -> False — Missed Deadline Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
BORING-005,"Audited, no headline change",Said he had received verbal U.S. government approval for an underground New York-to-Washington route.,Said he had received verbal U.S. government approval for an underground New York-to-Washington route.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-001,"Audited, no headline change",Said New York City's ballot was a scam because mayoral candidates appeared twice.,Said New York City's ballot was a scam because mayoral candidates appeared twice.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-002,Reclassified,Called Social Security the biggest Ponzi scheme of all time.,Called Social Security the biggest Ponzi scheme of all time.,Misleading,False,Misleading,False,50,0,Yes,Yes,-50,Not applicable,strict-promise-v1.0,verdict: Misleading -> False display: Misleading -> False score: 50 -> 0
PUBLIC-003,"Audited, no headline change",Said President Biden's immigration policy was a giant voter-importation scam.,Said President Biden's immigration policy was a giant voter-importation scam.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-004,"Audited, no headline change",Said FEMA sent $59 million in disaster-relief money to luxury New York hotels for migrants.,Said FEMA sent $59 million in disaster-relief money to luxury New York hotels for migrants.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-005,"Audited, no headline change",Said Senator Bob Casey was trying to change the election outcome by counting noncitizen votes.,Said Senator Bob Casey was trying to change the election outcome by counting noncitizen votes.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-006,"Audited, no headline change",Said CBP One approval took under five minutes with no documentation and included free government flights into the United States.,Said CBP One approval took under five minutes with no documentation and included free government flights into the United States.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-007,"Audited, no headline change",Said Democrats avoid deportations because every undocumented migrant is a highly likely future vote.,Said Democrats avoid deportations because every undocumented migrant is a highly likely future vote.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-008,"Audited, no headline change","Said there was clear scientific consensus that hormonal birth control causes weight gain, doubles depression risk and triples suicide risk.","Said there was clear scientific consensus that hormonal birth control causes weight gain, doubles depression risk and triples suicide risk.",False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-009,"Audited, no headline change",Said Biden's strategy was to bring in as many undocumented immigrants as possible and legalize them to create a permanent political majority.,Said Biden's strategy was to bring in as many undocumented immigrants as possible and legalize them to create a permanent political majority.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-010,"Audited, no headline change",Said NBC News covered up the Hunter Biden laptop story.,Said NBC News covered up the Hunter Biden laptop story.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-011,"Audited, no headline change",Accused cave rescuer Vernon Unsworth of being a child rapist and of moving to Thailand for a child bride.,Accused cave rescuer Vernon Unsworth of being a child rapist and of moving to Thailand for a child bride.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-012,Reclassified,Denied that his father owned an emerald mine and suggested the alleged mine lacked objective evidence.,Said his father did not own an emerald mine.,Unresolved,True,Unresolved,True,,100,No,Yes,,Not applicable,strict-promise-v1.0,proposition: Denied that his father owned an emerald mine and suggested the alleged mine lacked objective evidence. -> Said his father did not own an emerald mine. verdict: Unresolved -> True display: Unresolved -> True score:  -> 100 inclusion: No -> Yes
PUBLIC-013,"Audited, no headline change",Said he would pay more than $11 billion in taxes for 2021.,Said he would pay more than $11 billion in taxes for 2021.,Mostly True,Mostly True,Mostly True,Mostly True,75,75,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-014,"Audited, no headline change",Suggested there might be more to the attack on Paul Pelosi while linking to an unfounded conspiracy narrative.,Suggested there might be more to the attack on Paul Pelosi while linking to an unfounded conspiracy narrative.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-015,"Audited, no headline change","Suggested that evidence linking the Allen, Texas, mass shooter to neo-Nazi beliefs could be a psychological operation.","Suggested that evidence linking the Allen, Texas, mass shooter to neo-Nazi beliefs could be a psychological operation.",Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-016,"Audited, no headline change",Said Democrats would lose approximately 20 House seats and corresponding electoral votes if undocumented immigrants were excluded from apportionment.,Said Democrats would lose approximately 20 House seats and corresponding electoral votes if undocumented immigrants were excluded from apportionment.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-017,"Audited, no headline change",Represented America PAC’s daily $1 million voter awards as random prizes to petition signers.,Represented America PAC’s daily $1 million voter awards as random prizes to petition signers.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-018,"Audited, no headline change",Suggested Google deliberately favored Kamala Harris by displaying voting information for searches involving her name but not Donald Trump’s.,Suggested Google deliberately favored Kamala Harris by displaying voting information for searches involving her name but not Donald Trump’s.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-019,"Audited, no headline change",Said a congressional spending bill would give members of Congress a 40% pay raise.,Said a congressional spending bill would give members of Congress a 40% pay raise.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-020,"Audited, no headline change",Said Social Security records contained people recorded as roughly 150 years old.,Said Social Security records contained people recorded as roughly 150 years old.,True,True,True,True,100,100,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-021,"Audited, no headline change",Suggested USAID officials had accumulated tens of millions of dollars through corruption.,Suggested USAID officials had accumulated tens of millions of dollars through corruption.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-022,"Audited, no headline change",Said Reuters received government money for large-scale social deception.,Said Reuters received government money for large-scale social deception.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-023,"Audited, no headline change",Presented more than 398 million Social Security records as evidence of potentially historic fraud.,Presented more than 398 million Social Security records as evidence of potentially historic fraud.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-024,"Audited, no headline change",Said two American astronauts were left aboard the International Space Station for political reasons.,Said two American astronauts were left aboard the International Space Station for political reasons.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-025,"Audited, no headline change",Said Starlink could not operate in South Africa because he was not Black.,Said Starlink could not operate in South Africa because he was not Black.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-026,"Audited, no headline change",Said DOGE had uncovered massive illegal voting by noncitizens sufficient to alter national elections.,Said DOGE had uncovered massive illegal voting by noncitizens sufficient to alter national elections.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-027,"Audited, no headline change",Said it was illegal to show identification when voting in California and New York.,Said it was illegal to show identification when voting in California and New York.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-028,"Audited, no headline change",Amplified the claim that Pennsylvania received approximately 2.5 million mail ballots after sending only 1.8 million in the 2020 election.,Amplified the claim that Pennsylvania received approximately 2.5 million mail ballots after sending only 1.8 million in the 2020 election.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-029,"Audited, no headline change","Amplified a claim that Pfizer’s COVID-19 vaccine killed between 20,000 and 60,000 people in Germany.","Amplified a claim that Pfizer’s COVID-19 vaccine killed between 20,000 and 60,000 people in Germany.",False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
ZIP2-001,"Audited, no headline change","Denied that he worked illegally while launching Zip2, saying he was in fact allowed to work in the United States.","Denied that he worked illegally while launching Zip2, saying he was in fact allowed to work in the United States.",False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
OPENAI-001,"Audited, no headline change",Said he donated the first $100 million to OpenAI.,Said he donated the first $100 million to OpenAI.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
OPENAI-002,"Audited, no headline change",Alleged that OpenAI’s founding agreement required its code and technology to remain open to the public rather than be closed for private gain.,Alleged that OpenAI’s founding agreement required its code and technology to remain open to the public rather than be closed for private gain.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
OPENAI-003,"Audited, no headline change","Alleged that OpenAI had become a closed-source, maximum-profit de facto subsidiary controlled by Microsoft.","Alleged that OpenAI had become a closed-source, maximum-profit de facto subsidiary controlled by Microsoft.",Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
OPENAI-004,"Audited, no headline change",Alleged that OpenAI’s leaders secretly betrayed a binding agreement to remain nonprofit and never pursue a for-profit structure.,Alleged that OpenAI’s leaders secretly betrayed a binding agreement to remain nonprofit and never pursue a for-profit structure.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
OPENAI-005,"Audited, no headline change",Presented his departure from OpenAI as resulting from a potential conflict with Tesla’s growing AI work.,Presented his departure from OpenAI as resulting from a potential conflict with Tesla’s growing AI work.,Unresolved,Unresolved,Unresolved,Unresolved,,,No,No,,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
OPENAI-006,Reclassified,Predicted that OpenAI was on a path to certain failure unless it merged with or attached itself to Tesla.,Predicted that OpenAI was on a path to certain failure unless it merged with or attached itself to Tesla.,False,False,Incorrect,False — Incorrect Forecast,0,0,Yes,Yes,0,Fail,strict-promise-v1.0,display: Incorrect -> False — Incorrect Forecast Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
OPENAI-007,"Audited, no headline change",Presented himself as having consistently opposed converting OpenAI into a for-profit enterprise.,Presented himself as having consistently opposed converting OpenAI into a for-profit enterprise.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PAYPAL-001,"Audited, no headline change",Said he founded PayPal and X.com.,Said he founded PayPal and X.com.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PAYPAL-002,"Audited, no headline change",Was described as having served as PayPal’s chairman and CEO.,Was described as having served as PayPal’s chairman and CEO.,Mostly True,Mostly True,Mostly True,Mostly True,75,75,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PAYPAL-003,"Audited, no headline change",Was described as PayPal’s largest shareholder until eBay acquired the company.,Was described as PayPal’s largest shareholder until eBay acquired the company.,True,True,True,True,100,100,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
X-012,Reclassified,"Said Alex Jones would not be reinstated, explaining that he had no mercy for anyone who used children’s deaths for gain, politics, or fame.","Said Alex Jones would not be reinstated, explaining that he had no mercy for anyone who used children’s deaths for gain, politics, or fame.",False,False,Policy Reversed,False — Reversed,0,0,Yes,Yes,0,Fail,strict-promise-v1.0,display: Policy Reversed -> False — Reversed Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
X-013,Reclassified,Said removing child exploitation was X / Twitter’s number-one priority.,Said removing child exploitation was X / Twitter’s number-one priority.,Misleading,Unresolved,Partially Fulfilled,Unresolved,50,,Yes,No,,Unresolved,strict-promise-v1.0,verdict: Misleading -> Unresolved display: Partially Fulfilled -> Unresolved score: 50 ->  inclusion: Yes -> No Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
X-014,Reclassified,Said the block feature would be deleted except for direct messages.,Said the block feature would be deleted except for direct messages.,False,False,Unfulfilled,False — Reversed,0,0,Yes,Yes,0,Fail,strict-promise-v1.0,display: Unfulfilled -> False — Reversed Reviewed under strict deadline-and-terms pass/fail rule; later delivery cannot earn partial credit.
PUBLIC-030,"Audited, no headline change",Said his firstborn child died in his arms and that he felt the child’s last heartbeat.,Said his firstborn child died in his arms and that he felt the child’s last heartbeat.,Unresolved,Unresolved,Credibly Contested,Credibly Contested,,,No,No,,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-031,"Audited, no headline change","Endorsed a broad accusation that Jewish communities promote hatred against white people, calling it “the actual truth.”","Endorsed a broad accusation that Jewish communities promote hatred against white people, calling it “the actual truth.”",Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-032,"Audited, no headline change",Asserted or amplified that a white genocide was occurring in South Africa.,Asserted or amplified that a white genocide was occurring in South Africa.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-033,"Audited, no headline change",Said South Africa’s Economic Freedom Fighters were actively promoting white genocide.,Said South Africa’s Economic Freedom Fighters were actively promoting white genocide.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-034,"Audited, no headline change",Accused UK Prime Minister Keir Starmer of being complicit in the sexual abuse scandal involving grooming gangs.,Accused UK Prime Minister Keir Starmer of being complicit in the sexual abuse scandal involving grooming gangs.,Unsupported,Unsupported,Unsupported,Unsupported,25,25,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-035,"Audited, no headline change",Said Tommy Robinson was jailed and isolated for telling the truth.,Said Tommy Robinson was jailed and isolated for telling the truth.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-036,"Audited, no headline change",Promoted the claim that DOGE had stopped approximately $50 million in U.S. spending on condoms for Gaza.,Promoted the claim that DOGE had stopped approximately $50 million in U.S. spending on condoms for Gaza.,False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-037,"Audited, no headline change","Promoted the claim that USAID paid or funded Politico approximately $8 million, implying a media payoff or subsidy.","Promoted the claim that USAID paid or funded Politico approximately $8 million, implying a media payoff or subsidy.",False,False,False,False,0,0,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
PUBLIC-038,"Audited, no headline change",A PayPal SEC filing represented Musk as receiving a B.S. in Physics and a B.S. in Economics from the University of Pennsylvania in 1995.,A PayPal SEC filing represented Musk as receiving a B.S. in Physics and a B.S. in Economics from the University of Pennsylvania in 1995.,Misleading,Misleading,Misleading,Misleading,50,50,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
TESLA-051,"Audited, no headline change",Tesla’s official biography says Musk co-founded Tesla.,Tesla’s official biography says Musk co-founded Tesla.,Mostly True,Mostly True,Mostly True,Mostly True,75,75,Yes,Yes,0,Not applicable,strict-promise-v1.0,Evidence and derived statistics re-audited.
X-015,New V5 record,,Said Apple had threatened to withhold Twitter from the App Store.,,False,,False,,0,,Yes,,Not applicable,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
X-016,New V5 record,,"Promised that users making false stolen-election claims on Twitter would be corrected, “100 percent.”",,False,,False — Missed Deadline,,0,,Yes,,Fail,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
X-017,New V5 record,,Predicted that Twitter could become cash-flow positive in the second quarter of 2023.,,False,,False — Missed Deadline,,0,,Yes,,Fail,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
TESLA-052,New V5 record,,"Unveil Tesla’s robotaxi on August 8, 2024.",,False,,False — Missed Deadline,,0,,Yes,,Fail,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
TESLA-053,New V5 record,,"Launch Tesla’s monthly Full Self-Driving subscription in May 2021, calling it a “sure thing.”",,False,,False — Missed Deadline,,0,,Yes,,Fail,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
TESLA-054,New V5 record,,Begin a limited public release of Tesla’s rewritten Full Self-Driving Beta within six to ten weeks.,,True,,True — Fulfilled as Stated,,100,,Yes,,Pass,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
TESLA-055,New V5 record,,Reach high Optimus production for external companies during 2026.,,Pending,,Pending,,,,No,,Pending,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
PUBLIC-039,New V5 record,,Complete most of the work needed to cut $1 trillion in federal spending within his approximately 130-day government tenure.,,False,,False — Missed Deadline,,0,,Yes,,Fail,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
PUBLIC-040,New V5 record,,Suggested that Michigan had more eligible active voters than voting-age citizens and that the excess registrations created a major election-fraud risk.,,Misleading,,Misleading,,50,,Yes,,Not applicable,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
PUBLIC-041,New V5 record,,"Said he was the first person with Asperger’s to host Saturday Night Live, or at least the first to admit it.",,False,,False,,0,,Yes,,Not applicable,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
PUBLIC-042,New V5 record,,"Amplified and affirmatively adopted the claim that Haitian immigrants in Springfield were harming or eating residents’ pets, using it as a reason to vote against Kamala Harris.",,False,,False,,0,,Yes,,Not applicable,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
PUBLIC-043,New V5 record,,Said there was no objective evidence whatsoever that the emerald operation described by his father ever existed.,,False,,False,,0,,Yes,,Not applicable,strict-promise-v1.0,Added from new source review under V5 inclusion rules.
