record_id,statement_source_url,statement_source_title,statement_source_tier,statement_evidence_quality_score,outcome_source_1_url,outcome_source_1_title,outcome_source_2_url,outcome_source_2_title,outcome_evidence_quality_score,corroboration_score,directness_score,evidence_strength_score,verdict_confidence_score,confidence,evidence_source_count,independent_source_domain_count,credible_sources_contest_claim,source_audit_status,notes
SPACEX-014,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,26,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,34,0,12,72,72,Medium-High,2,2,No,Pass,No structural source limitation identified by the automated audit.
SPACEX-015,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,26,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,34,0,12,72,72,Medium-High,2,2,No,Pass,No structural source limitation identified by the automated audit.
SPACEX-016,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,26,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,34,0,12,72,72,Medium-High,2,2,No,Pass,No structural source limitation identified by the automated audit.
SPACEX-017,https://www.reuters.com/article/us-space-spacex-musk/spacex-ceo-musk-says-crew-dragon-capsule-will-be-ready-in-three-to-four-months-idUSKBN1WH1LN/,Musk says Crew Dragon capsule will be ready in three to four months,Tier 1 independent quoting Musk,26,https://www.nasa.gov/mission/nasas-spacex-demo-2/,NASA's SpaceX Demo-2 mission,,,40,0,12,78,73,Medium-High,2,2,No,Pass,No structural source limitation identified by the automated audit.
SPACEX-018,https://www.nasa.gov/history/5-years-ago-first-flight-of-the-falcon-heavy-rocket/,"NASA: Five years ago, first flight of Falcon Heavy",Official retrospective,30,https://www.nasa.gov/history/5-years-ago-first-flight-of-the-falcon-heavy-rocket/,"NASA: Five years ago, first flight of Falcon Heavy",,,40,0,12,82,77,Medium-High,1,1,No,Pass with single-source limitation,No structural source limitation identified by the automated audit.
X-001,https://www.reuters.com/markets/deals/elon-musk-says-twitter-will-create-content-moderation-council-2022-10-28/,Musk says Twitter will create content moderation council,Tier 1 independent quoting Musk,26,https://www.reuters.com/technology/elon-musk-says-twitter-provide-amnesty-some-suspended-accounts-starting-next-2022-11-24/,Musk says Twitter to provide amnesty to some suspended accounts,https://www.reuters.com/technology/twitter-dissolves-trust-safety-council-2022-12-13/,Twitter dissolves Trust and Safety Council,34,8,15,83,83,Medium-High,3,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
X-002,https://politifact.com/factchecks/2022/dec/19/elon-musk/elon-musk-said-he-wouldnt-ban-the-twitter-account/,Musk said he would not ban the Twitter account tracking his jet,Established specialist fact-checker linking the original post,24,https://politifact.com/factchecks/2022/dec/19/elon-musk/elon-musk-said-he-wouldnt-ban-the-twitter-account/,Musk said he would not ban the Twitter account tracking his jet,,,31,0,15,70,70,Medium-High,1,1,No,Pass with single-source limitation,No structural source limitation identified by the automated audit.
X-003,https://www.reuters.com/technology/elon-musks-twitter-suspension-journalists-draws-global-backlash-2022-12-16/,Musk restores Twitter accounts of journalists,Tier 1 independent quoting Musk and documenting outcome,26,https://www.reuters.com/technology/elon-musks-twitter-suspension-journalists-draws-global-backlash-2022-12-16/,Musk restores Twitter accounts of journalists,,,34,0,15,75,75,Medium-High,1,1,No,Pass with single-source limitation,No structural source limitation identified by the automated audit.
X-004,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,Tier 1 independent quoting Musk,26,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,https://github.com/twitter/the-algorithm,Twitter's public algorithm repository,34,15,12,87,82,Medium-High,2,2,No,Pass,No structural source limitation identified by the automated audit.
X-005,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,Tier 1 independent quoting Musk,26,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,https://techcrunch.com/2026/01/20/x-open-sources-its-algorithm-while-facing-a-transparency-fine-and-grok-controversies/,X open sources its algorithm in 2026,34,15,15,90,90,High,3,2,No,Pass,No structural source limitation identified by the automated audit.
X-006,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,Tier 1 independent quoting Musk,26,https://techcrunch.com/2026/01/20/x-open-sources-its-algorithm-while-facing-a-transparency-fine-and-grok-controversies/,X open sources its algorithm while facing transparency scrutiny,https://github.com/twitter/the-algorithm,X algorithm repository,20,15,12,73,68,Medium,3,3,No,Pass,No structural source limitation identified by the automated audit.
X-007,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,Tier 1 independent quoting Musk,26,https://github.com/twitter/the-algorithm,X algorithm repository,,,20,0,8,54,39,Low,2,2,No,Pass,No structural source limitation identified by the automated audit.
X-008,https://www.reuters.com/legal/musks-x-fund-legal-bills-people-treated-unfairly-due-posting-platform-2023-08-06/,Musk's X to pay legal bills of people treated unfairly for posting,Tier 1 independent quoting Musk,26,https://www.reuters.com/legal/government/elon-musks-x-taps-small-dc-law-firm-free-speech-battles-2024-02-08/,X pays Gina Carano's legal bills,https://www.reuters.com/legal/litigation/disney-settles-lawsuit-with-fired-mandalorian-actress-gina-carano-2025-08-07/,Disney settles Gina Carano lawsuit,34,8,8,76,61,Medium,3,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
X-009,https://www.reuters.com/technology/twitter-handles-engaging-impersonation-without-clearly-specifying-will-be-2022-11-06/,Musk says Twitter's mission is to become the most accurate information source,Tier 1 independent quoting Musk,26,https://www.reuters.com/technology/twitter-handles-engaging-impersonation-without-clearly-specifying-will-be-2022-11-06/,Musk says Twitter's mission is to become the most accurate information source,,,34,0,8,68,53,Medium-Low,1,1,No,Pass with single-source limitation,No structural source limitation identified by the automated audit.
X-010,https://www.reuters.com/technology/musk-says-he-will-step-down-twitter-ceo-once-he-finds-successor-2022-12-21/,Musk says he will step down as Twitter CEO once he finds a successor,Tier 1 independent quoting Musk,26,https://www.reuters.com/business/autos-transportation/xs-tumultuous-journey-under-elon-musk-2025-07-09/,X's tumultuous journey under Elon Musk,,,34,0,15,75,75,Medium-High,2,1,No,Pass,No structural source limitation identified by the automated audit.
X-011,https://www.reuters.com/technology/elon-musk-says-twitter-provide-amnesty-some-suspended-accounts-starting-next-2022-11-24/,Musk says Twitter to provide amnesty to some suspended accounts,Tier 1 independent quoting Musk,26,https://www.reuters.com/world/lgbtq-africans-fight-twitter-hate-speech-after-musks-takeover--trfn-2022-12-12/,LGBTQ+ Africans fight Twitter hate speech after Musk takeover,https://www.reuters.com/technology/twitter-introduce-new-controls-ad-placements-email-2022-12-09/,Twitter says amnesty excludes bad actors and illegal activity,34,8,12,80,75,Medium-High,3,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
NEURALINK-001,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting reconstructing the statement,26,https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/,Neuralink wins FDA clearance for first human study,,,34,0,12,72,67,Medium,2,1,No,Pass,No structural source limitation identified by the automated audit.
NEURALINK-002,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting quoting Musk,26,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Neuralink reports 21 trial participants in 2026,34,8,12,80,75,Medium-High,3,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
NEURALINK-003,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting quoting Musk,26,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,,,34,0,12,72,67,Medium,2,1,No,Pass,No structural source limitation identified by the automated audit.
NEURALINK-004,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/,Musk expects Neuralink human trials in six months,Tier 1 independent quoting Musk,26,https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/,Neuralink wins FDA clearance,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants first human,34,8,12,80,75,Medium-High,3,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
NEURALINK-005,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,Tier 1 independent quoting Musk,26,https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/,First Neuralink patient controls mouse by thought,https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink patient plays online chess by thought,34,8,15,83,83,Medium-High,3,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
NEURALINK-006,https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/,Musk says Neuralink plans high-volume production by 2026,Tier 1 independent quoting Musk,26,https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Neuralink reports 21 trial participants,,,34,0,12,72,72,Medium-High,2,1,No,Pass,No structural source limitation identified by the automated audit.
BORING-001,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,Tier 1 independent documenting statement and outcome,26,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,,,34,0,12,72,67,Medium,1,1,No,Pass with single-source limitation,No structural source limitation identified by the automated audit.
BORING-002,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,Tier 1 independent quoting Musk,26,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,34,8,15,83,83,Medium-High,3,2,No,Pass,No structural source limitation identified by the automated audit.
BORING-003,https://www.reuters.com/article/world/us-chicago-mayor-meets-with-dot-officials-on-musks-tunnel-project-idUSKBN1JO2CS/,Chicago mayor meets DOT officials on Musk tunnel project,Tier 1 independent quoting Musk,26,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,34,8,15,83,83,Medium-High,3,2,No,Pass,No structural source limitation identified by the automated audit.
BORING-004,https://www.reuters.com/article/world/us-chicago-mayor-meets-with-dot-officials-on-musks-tunnel-project-idUSKBN1JO2CS/,Chicago mayor meets DOT officials on Musk tunnel project,Tier 1 independent quoting Musk,26,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,34,8,15,83,83,Medium-High,3,2,No,Pass,No structural source limitation identified by the automated audit.
BORING-005,https://www.axios.com/2017/12/15/white-house-didnt-give-elon-musk-verbal-approval-for-tunnel-project-1513306894,White House did not give Musk verbal approval for tunnel project,Independent reporting quoting White House adviser,18,https://www.axios.com/2017/12/15/white-house-didnt-give-elon-musk-verbal-approval-for-tunnel-project-1513306894,White House did not give Musk verbal approval for tunnel project,,,20,0,15,53,50,Medium-Low,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-001,https://politifact.com/factchecks/2025/nov/04/elon-musk/new-york-city-mayor-election-ballot-fusion/,"Listing candidates twice is fusion voting, not a scam",Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2025/nov/04/elon-musk/new-york-city-mayor-election-ballot-fusion/,"Listing candidates twice is fusion voting, not a scam",https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,15,78,75,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-002,https://politifact.com/factchecks/2025/mar/19/elon-musk/is-social-security-a-ponzi-scheme-fact-checking-el/,Is Social Security a Ponzi scheme?,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2025/mar/19/elon-musk/is-social-security-a-ponzi-scheme-fact-checking-el/,Is Social Security a Ponzi scheme?,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,12,75,67,Medium,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-003,https://politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,No evidence of a Biden voter-importation plan,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,No evidence of a Biden voter-importation plan,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,12,75,67,Medium,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-004,https://politifact.com/factchecks/2025/feb/14/elon-musk/fema-did-not-give-disaster-relief-money-to-new-yor/,FEMA did not divert disaster relief money to luxury hotels,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2025/feb/14/elon-musk/fema-did-not-give-disaster-relief-money-to-new-yor/,FEMA did not divert disaster relief money to luxury hotels,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,15,78,75,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-005,https://politifact.com/factchecks/2024/nov/19/elon-musk/no-democrat-bob-casey-is-not-asking-to-count-nonci/,Bob Casey was not asking to count noncitizen votes,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2024/nov/19/elon-musk/no-democrat-bob-casey-is-not-asking-to-count-nonci/,Bob Casey was not asking to count noncitizen votes,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,15,78,75,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-006,https://politifact.com/factchecks/2024/oct/04/elon-musk/unpacking-elon-musks-false-claim-about-cbp-one-app/,"CBP One claim about approval, documents and flights was false",Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2024/oct/04/elon-musk/unpacking-elon-musks-false-claim-about-cbp-one-app/,"CBP One claim about approval, documents and flights was false",https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,15,78,75,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-007,https://politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,Claim that Democrats avoid deportations to win elections was false,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,Claim that Democrats avoid deportations to win elections was false,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,12,75,67,Medium,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-008,https://politifact.com/factchecks/2024/feb/23/elon-musk/elon-musk-says-theres-scientific-consensus-on-birt/,No such clear scientific consensus exists,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2024/feb/23/elon-musk/elon-musk-says-theres-scientific-consensus-on-birt/,No such clear scientific consensus exists,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,15,78,75,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-009,https://politifact.com/factchecks/2024/feb/06/elon-musk/elon-musk-is-wrong-to-say-joe-biden-is-recruiting/,No evidence Biden was recruiting immigrants to create a permanent majority,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2024/feb/06/elon-musk/elon-musk-is-wrong-to-say-joe-biden-is-recruiting/,No evidence Biden was recruiting immigrants to create a permanent majority,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,12,75,67,Medium,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-010,https://politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/,NBC News did cover the Hunter Biden laptop story,Established specialist fact-checker with linked original statement,24,https://politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/,NBC News did cover the Hunter Biden laptop story,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,31,8,15,78,75,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-011,https://time.com/5387001/elon-musk-calls-vernon-unsworth-child-rapist/,"Elon Musk Renews Baseless Attacks on Thailand Cave Expert, Calling Him a 'Child Rapist'",Major national publication documenting Musk emails and posts,26,https://www.reuters.com/article/technology/tesla-boss-elon-musk-wins-defamation-trial-over-his-pedo-guy-tweet-idUSKBN1YA13S/,Tesla boss Elon Musk wins defamation trial over his 'pedo guy' tweet,https://apnews.com/article/551bbd1c40c76865f7cbef35bd62b335,Elon Musk cleared of defamation in 'pedo guy' tweet trial,34,15,12,87,79,Medium-High,3,3,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-012,https://www.washingtonpost.com/technology/2023/09/20/walter-isaacson-elon-musk-details/,Twitter regrets and glass houses: 8 things we learned from the Musk bio,Major national newspaper summarizing an authorized biography and Musk’s public denial,26,https://www.washingtonpost.com/technology/2023/09/20/walter-isaacson-elon-musk-details/,Twitter regrets and glass houses: 8 things we learned from the Musk bio,https://www.businessinsider.com/elon-musk-father-errol-never-owned-emerald-mine-telling-truth-2023-9,"Elon Musk's father Errol never owned an emerald mine, biographer says",34,15,8,83,58,Medium,2,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-013,https://www.reuters.com/technology/teslas-musk-says-he-will-pay-over-11-bln-taxes-this-year-2021-12-20/,Tesla's Musk says he will pay over $11 billion in taxes this year,Major wire documenting the original post and contemporaneous tax estimates,26,https://www.reuters.com/technology/teslas-musk-says-he-will-pay-over-11-bln-taxes-this-year-2021-12-20/,Tesla's Musk says he will pay over $11 billion in taxes this year,https://www.reuters.com/business/teslas-musk-completes-option-related-sales-plan-filing-2021-12-29/,"Musk completes option-related Tesla stock sales plan, filings show",34,8,12,80,75,Medium-High,2,1,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
PUBLIC-014,https://apnews.com/article/elon-musk-twitter-inc-technology-san-francisco-d1db5688e11f0b7a82fb4a815f8149f6,Musk tweets link to an unfounded conspiracy theory,Associated Press reporting with the original post and linked material,26,https://apnews.com/article/fact-check-pelosi-attack-conspiracy-theories-misinformation-028336957768,"False, unfounded claims distort attack on Paul Pelosi",https://apnews.com/article/elon-musk-twitter-inc-technology-san-francisco-d1db5688e11f0b7a82fb4a815f8149f6,Musk tweets link to an unfounded conspiracy theory,34,8,12,80,72,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-015,https://apnews.com/article/twitter-musk-texas-mall-shooting-misleading-claims-c297797d1eb0f708cc84d05e0735d8cc,"Elon Musk's tweets about Texas mall gunman spread misleading claims, question shooter's background",Associated Press reporting based on original posts and law-enforcement evidence,26,https://apnews.com/article/twitter-musk-texas-mall-shooting-misleading-claims-c297797d1eb0f708cc84d05e0735d8cc,"Elon Musk's tweets about Texas mall gunman spread misleading claims, question shooter's background",,,34,0,12,72,64,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-016,https://www.factcheck.org/2024/03/elon-musk-overstates-partisan-impact-of-illegal-immigration-on-house-apportionment/,Elon Musk Overstates Partisan Impact of Illegal Immigration on House Apportionment,Established fact-checker linking the original post and demographic analyses,24,https://www.factcheck.org/2024/03/elon-musk-overstates-partisan-impact-of-illegal-immigration-on-house-apportionment/,Elon Musk Overstates Partisan Impact of Illegal Immigration on House Apportionment,,,31,0,12,67,59,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-017,https://apnews.com/article/musk-million-sweepstakes-lottery-pennsylvania-krasner-4f683c48eb7dcc57f183e54ef16e7320,Elon Musk’s $1 million-a-day voter sweepstakes can proceed,Associated Press court reporting and public-event documentation,26,https://apnews.com/article/musk-million-sweepstakes-lottery-pennsylvania-krasner-4f683c48eb7dcc57f183e54ef16e7320,Elon Musk’s $1 million-a-day voter sweepstakes can proceed,,,34,0,15,75,72,Medium-High,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-018,https://www.factcheck.org/2024/11/googles-where-to-vote-search-result-reflects-quirk-of-candidate-surname-not-bias/,"Google’s ‘Where to Vote’ Search Result Reflects Quirk of Candidate Surname, Not Bias",Established fact-checker linking original posts and Google’s technical explanation,24,https://www.factcheck.org/2024/11/googles-where-to-vote-search-result-reflects-quirk-of-candidate-surname-not-bias/,"Google’s ‘Where to Vote’ Search Result Reflects Quirk of Candidate Surname, Not Bias",,,31,0,12,67,59,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-019,https://www.factcheck.org/2024/12/congress-not-proposing-to-give-themselves-40-raise/,Congress Not Proposing to Give Themselves 40% Raise,Established fact-checker using bill text and congressional compensation rules,24,https://www.factcheck.org/2024/12/congress-not-proposing-to-give-themselves-40-raise/,Congress Not Proposing to Give Themselves 40% Raise,,,31,0,15,70,67,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-020,https://www.factcheck.org/2025/02/trump-musk-exaggerate-scale-of-improper-social-security-payments-to-the-dead/,"Trump, Musk Exaggerate Scale of Improper Social Security Payments to the Dead",Established fact-checker using Social Security Administration records and explanations,24,https://www.factcheck.org/2025/02/trump-musk-exaggerate-scale-of-improper-social-security-payments-to-the-dead/,"Trump, Musk Exaggerate Scale of Improper Social Security Payments to the Dead",,,31,0,15,70,70,Medium-High,1,1,No,Pass with single-source limitation,No structural source limitation identified by the automated audit.
PUBLIC-021,https://www.factcheck.org/2025/02/no-basis-for-corruption-accusations-about-usaid-administrator/,No Basis for Corruption Accusations About USAID Administrator,Established fact-checker using financial disclosures and public records,24,https://www.factcheck.org/2025/02/no-basis-for-corruption-accusations-about-usaid-administrator/,No Basis for Corruption Accusations About USAID Administrator,,,31,0,12,67,59,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-022,https://www.reuters.com/business/us-defense-department-contract-inaccurately-represented-social-media-says-2025-02-13/,"US Defense Department contract inaccurately represented on social media, says Thomson Reuters",Reuters reporting with contract documentation and corporate separation details,26,https://www.reuters.com/business/us-defense-department-contract-inaccurately-represented-social-media-says-2025-02-13/,"US Defense Department contract inaccurately represented on social media, says Thomson Reuters",,,34,0,15,75,72,Medium-High,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-023,https://www.factcheck.org/2025/02/online-posts-misconstrue-data-on-social-security-numbers/,Online Posts Misconstrue Data on Social Security Numbers,Established fact-checker using agency data and expert explanations,24,https://www.factcheck.org/2025/02/online-posts-misconstrue-data-on-social-security-numbers/,Online Posts Misconstrue Data on Social Security Numbers,,,31,0,12,67,59,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-024,https://www.factcheck.org/2025/03/the-facts-behind-the-delayed-return-of-u-s-astronauts/,The Facts Behind the Delayed Return of U.S. Astronauts,"Established fact-checker using NASA records, astronaut statements, and mission timelines",24,https://www.factcheck.org/2025/03/the-facts-behind-the-delayed-return-of-u-s-astronauts/,The Facts Behind the Delayed Return of U.S. Astronauts,,,31,0,12,67,59,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-025,https://www.reuters.com/world/south-africa-rejects-musk-claim-starlink-cant-operate-there-because-hes-not-2025-03-07/,South Africa rejects Musk claim Starlink can't operate there because he's not Black,Major wire reporting with government response and licensing rules,26,https://www.reuters.com/world/south-africa-rejects-musk-claim-starlink-cant-operate-there-because-hes-not-2025-03-07/,South Africa rejects Musk claim Starlink can't operate there because he's not Black,,,34,0,12,72,64,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-026,https://www.factcheck.org/2025/04/musks-unsupported-claim-to-have-unveiled-massive-illegal-voting-by-noncitizens/,Musk's Unsupported Claim to Have Unveiled Massive Illegal Voting by Noncitizens,"Established fact-checker using election records, audits, prosecutions, and the original statement",24,https://www.factcheck.org/2025/04/musks-unsupported-claim-to-have-unveiled-massive-illegal-voting-by-noncitizens/,Musk's Unsupported Claim to Have Unveiled Massive Illegal Voting by Noncitizens,,,31,0,12,67,59,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
